ticker,snapshot_date,rvol,volume_zscore,vol_price_divergence,vol_spike_days,vol_trend_slope_norm,log_return_1d,price_vs_sma20,rsi_14,bb_width,gap_open,range_expansion,buzz_density,extreme_language_ratio,moderate_hype_ratio,bearish_ratio,source_diversity,headline_similarity,catalyst_flag,hype_without_catalyst,news_volume_sync,silent_spike,pseudo_label,hype_score_raw
COST,2025-02-14,0.72,-1.295,0.254,0,-0.070274,-0.00466,6.925,85.88,20.675,-0.035,0.457,3.75,0.0,0.033,0.0,0.667,0.044,0,0,0,0,NEUTRAL,0.3831
TGT,2024-07-16,0.862,-0.234,-1.59,0,-0.063756,0.02423,5.092,67.21,8.633,0.099,1.114,3.75,0.0,0.033,0.033,0.467,0.081,0,0,0,0,NEUTRAL,0.4062
WFC,2023-07-14,1.811,2.084,1.468,1,0.182142,-0.00344,3.085,73.83,9.874,2.379,2.187,3.75,0.0,0.0,0.033,0.4,0.088,0,0,1,0,ORGANIC,0.2354
GM,2024-07-25,1.874,1.579,-3.203,2,0.169949,-0.0521,-6.964,40.42,13.731,-1.764,1.175,3.75,0.0,0.067,0.033,0.533,0.089,0,0,1,0,NEUTRAL,0.3468
CRM,2024-02-13,1.002,0.009,-1.145,0,0.039059,-0.02171,-0.66,54.86,8.05,-2.405,1.376,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.2167
CRM,2024-08-23,0.992,-0.039,-1.1,0,-0.004208,0.02071,3.747,79.62,13.364,1.315,1.087,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1803
RIOT,2023-10-03,1.137,0.462,-9.996,1,0.102814,-0.11804,-12.741,35.47,32.466,-2.328,1.885,3.75,0.033,0.033,0.0,0.567,0.069,0,0,0,0,HYPE,0.8383
DAL,2024-11-21,1.138,0.453,0.666,0,0.051001,-0.00473,4.19,63.93,22.838,1.666,0.822,3.75,0.0,0.033,0.0,0.5,0.116,0,0,0,0,NEUTRAL,0.4059
AFRM,2023-12-12,0.906,-0.189,-0.096,0,-0.095682,-0.01007,22.064,85.64,79.971,0.451,0.762,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,HYPE,0.822
CSCO,2024-02-23,0.611,-1.162,0.014,1,-0.129912,0.00595,-2.099,37.82,9.593,0.103,0.858,3.75,0.0,0.067,0.0,0.467,0.061,1,0,0,0,ORGANIC,0.183
QCOM,2023-07-25,0.733,-0.496,-0.049,1,-0.128906,0.00779,3.946,67.19,10.704,0.081,0.583,3.75,0.0,0.0,0.0,0.433,0.083,0,0,0,0,NEUTRAL,0.4056
AVGO,2023-07-05,0.489,-1.104,-1.175,0,-0.082428,-0.01678,2.251,54.62,14.201,-1.031,0.861,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.3492
NEM,2023-12-21,0.499,-1.105,-0.255,1,-0.37712,0.00751,3.58,51.27,12.871,1.556,0.632,3.75,0.0,0.1,0.067,0.467,0.127,0,0,0,0,NEUTRAL,0.4245
JNJ,2024-12-23,0.968,-0.095,0.415,1,0.056877,0.00552,-2.588,29.06,11.003,0.111,0.803,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.4261
PATH,2023-08-23,0.826,-0.646,0.107,0,-0.16818,0.00717,-3.236,36.45,24.311,0.425,0.796,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.448
DHR,2023-12-12,1.039,0.135,0.316,0,0.064279,-0.00725,1.079,53.78,11.002,0.28,0.98,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.4144
UAL,2024-04-15,1.224,0.774,-0.594,0,0.064845,-0.01835,-7.879,33.5,17.602,0.837,1.339,3.75,0.0,0.067,0.1,0.467,0.067,0,0,0,0,NEUTRAL,0.3382
SNAP,2024-03-14,0.771,-0.618,-3.514,0,-0.131056,-0.0438,0.944,57.39,16.852,-0.336,1.001,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.4239
ETSY,2024-06-13,1.221,0.608,-3.726,0,0.16849,-0.05074,-5.387,43.91,11.95,0.047,1.636,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.3927
PFE,2024-01-24,1.11,0.559,0.758,0,-0.0449,-0.00352,-1.564,30.87,7.574,0.387,0.838,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.4238
DIS,2023-09-01,1.581,0.891,-0.857,0,0.172954,-0.02468,-5.005,17.96,11.282,-1.876,1.399,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.4045
F,2024-04-24,1.438,1.572,1.36,0,0.178281,0.00077,0.372,45.26,16.22,0.0,0.772,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.3999
PENN,2024-07-25,0.901,-0.271,0.736,0,0.013073,0.00165,-5.781,36.01,16.008,0.0,0.955,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.4354
ROKU,2023-12-12,0.593,-0.748,-1.339,0,-0.033235,-0.01952,1.777,63.26,24.351,0.359,0.989,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.3735
V,2024-01-03,0.751,-0.546,0.408,0,0.048496,-0.00344,-0.101,46.13,3.178,-0.124,0.832,3.75,0.033,0.0,0.0,0.4,0.096,0,0,0,0,NEUTRAL,0.3724
MRK,2024-12-03,0.932,-0.139,-0.301,1,0.065769,0.01225,1.925,61.49,8.486,0.139,0.827,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,ORGANIC,0.2443
CVNA,2024-07-25,0.715,-0.364,0.164,0,-0.107073,0.00549,-4.544,46.41,17.867,0.235,1.27,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3914
JNJ,2025-02-05,0.903,-0.395,0.121,0,0.012702,0.00779,4.312,70.27,10.423,0.215,0.565,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.4222
XOM,2024-09-24,0.785,-0.544,0.521,1,0.014646,-0.00265,2.196,58.02,8.956,0.409,0.666,3.75,0.0,0.0,0.0,0.5,0.064,0,0,0,0,NEUTRAL,0.4063
TMO,2024-10-03,0.991,-0.037,-0.935,0,0.031393,-0.01945,-2.03,44.1,3.868,-0.467,1.102,3.75,0.0,0.0,0.033,0.367,0.094,0,0,0,0,NEUTRAL,0.3713
LCID,2024-02-13,0.581,-0.757,-6.94,0,0.021143,-0.07819,5.213,61.47,43.728,-3.621,0.708,3.75,0.0,0.0,0.033,0.433,0.068,0,0,0,0,NEUTRAL,0.4564
AVGO,2024-01-03,0.744,-0.399,-1.726,0,0.07908,-0.025,-0.839,47.92,31.111,-1.399,1.114,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.4116
BABA,2024-10-23,0.44,-1.064,-2.008,0,-0.014577,-0.02479,-8.5,28.23,21.166,-0.294,1.06,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.3871
FCX,2025-02-26,1.162,0.688,-2.075,0,0.033472,0.03186,0.865,55.79,13.313,4.842,0.77,3.75,0.0,0.067,0.0,0.6,0.087,0,0,0,0,NEUTRAL,0.4412
AMGN,2024-02-02,1.069,0.28,0.647,0,0.062961,-0.00423,4.375,73.48,7.939,-0.283,0.977,3.75,0.0,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.41
LOW,2024-09-04,0.871,-0.482,0.867,0,0.095385,-4e-05,1.418,62.21,9.889,-0.244,0.869,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.3906
INTC,2024-05-03,0.646,-1.005,-0.632,1,-0.114064,0.0127,-10.189,18.36,30.711,1.54,0.493,3.75,0.033,0.233,0.0,0.6,0.093,0,0,0,0,NEUTRAL,0.4081
RIOT,2025-01-15,1.233,0.641,-8.734,0,0.111007,0.09501,13.109,67.01,36.642,4.248,0.907,3.75,0.033,0.033,0.0,0.567,0.069,0,0,0,0,HYPE,0.7937
JNJ,2023-11-10,0.987,-0.045,0.872,0,0.089597,-0.00115,-2.28,37.84,7.838,0.563,1.474,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.3646
HON,2023-10-23,0.797,-1.031,0.355,0,0.047272,-0.00442,-2.063,48.71,5.532,0.149,0.903,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.4226
V,2024-10-23,0.936,-0.199,0.574,0,-0.120275,-0.00362,1.414,60.89,7.985,0.439,0.666,3.75,0.033,0.0,0.0,0.4,0.096,0,0,0,0,NEUTRAL,0.393
BMY,2023-08-14,1.692,1.541,1.055,1,0.201013,0.00635,-0.544,37.43,8.995,0.196,0.666,3.75,0.0,0.0,0.033,0.433,0.155,1,0,0,0,NEUTRAL,0.4004
NVDA,2024-06-25,0.941,-0.183,-5.815,0,0.044996,0.06538,3.267,59.43,24.322,2.616,1.283,3.75,0.0,0.0,0.033,0.4,0.064,0,0,0,0,NEUTRAL,0.374
CAT,2024-01-12,0.653,-0.715,0.088,0,-0.028715,-0.00567,-0.176,50.5,5.564,1.099,1.282,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.3936
UNH,2025-02-05,1.015,0.041,-0.019,0,0.047048,-0.01039,1.271,48.33,9.531,-2.699,1.693,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.3605
IBM,2023-09-22,0.679,-0.723,0.36,2,0.02933,-0.00319,-0.1,46.5,3.042,0.02,0.692,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4623
NEM,2025-02-14,1.082,0.305,-1.452,0,-0.016993,-0.02567,6.473,73.12,18.939,0.084,1.179,3.75,0.0,0.1,0.067,0.467,0.127,0,0,0,0,NEUTRAL,0.3697
BB,2024-08-23,0.936,-0.158,-1.173,2,-0.206907,0.02088,5.539,70.97,19.11,0.0,0.908,3.75,0.0,0.0,0.067,0.4,0.088,0,0,0,0,NEUTRAL,0.3781
UAL,2024-08-23,1.037,0.101,-3.5,0,0.087405,0.04437,3.561,71.9,22.646,0.724,1.511,3.75,0.0,0.067,0.1,0.467,0.067,0,0,0,0,NEUTRAL,0.3809
GOOGL,2024-10-03,0.583,-1.456,0.583,0,-0.056936,0.0,3.949,76.68,14.759,-0.874,0.984,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.4033
PG,2023-07-05,1.289,0.778,1.119,1,-0.003953,-0.00171,2.599,74.39,6.58,-0.571,0.497,3.75,0.0,0.0,0.033,0.5,0.089,0,0,0,0,NEUTRAL,0.3919
AAL,2024-10-23,0.877,-0.365,-0.126,0,-0.040423,-0.01008,7.391,83.17,25.159,-0.849,0.923,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3898
ETSY,2024-10-14,0.61,-0.249,0.449,0,0.005968,-0.00161,-6.284,30.58,17.108,-0.181,1.165,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.3887
MCD,2024-10-03,0.666,-0.988,0.564,1,-0.115789,-0.00102,2.066,67.37,7.093,-0.086,0.765,3.75,0.0,0.0,0.033,0.5,0.097,0,0,0,0,NEUTRAL,0.3557
DIS,2024-02-13,0.917,-0.113,-0.154,2,-0.47561,0.01065,12.335,83.39,25.343,-0.924,0.901,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.3582
GM,2024-02-02,0.98,-0.04,0.877,1,-0.223128,0.00103,7.656,76.49,15.715,-0.875,0.924,3.75,0.0,0.067,0.033,0.533,0.089,0,0,0,0,NEUTRAL,0.379
SCHW,2024-04-15,2.061,3.196,0.347,1,0.280869,0.01699,0.18,49.32,7.556,0.671,2.091,3.75,0.0,0.0,0.033,0.5,0.102,0,0,1,0,NEUTRAL,0.4002
CCL,2024-02-23,0.856,-0.579,0.725,0,0.063943,0.00131,-2.684,31.03,16.572,-1.118,1.143,3.75,0.033,0.067,0.0,0.533,0.068,0,0,0,0,NEUTRAL,0.3853
BMY,2024-06-13,1.144,0.507,-1.049,1,0.018078,-0.02217,-0.952,49.59,10.815,0.118,1.551,3.75,0.0,0.0,0.033,0.433,0.155,1,0,0,0,ORGANIC,0.1775
SPCE,2023-07-14,0.636,-0.452,-4.837,0,0.058743,-0.05628,-11.504,40.15,63.297,0.995,1.891,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,NEUTRAL,0.4343
CAT,2023-07-14,0.743,-0.776,0.649,0,-0.11566,-0.00094,4.296,80.12,9.943,0.242,0.761,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.3832
JPM,2023-08-03,0.539,-1.155,-0.073,0,-0.058742,0.00609,1.907,66.5,11.609,-0.257,1.17,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.1877
TSLA,2024-03-25,0.773,-1.223,-0.281,0,-0.01494,0.01048,-3.924,42.21,27.913,-1.212,0.969,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.3761
PENN,2024-09-24,1.032,0.083,-2.556,1,0.030452,-0.03654,-0.555,47.3,18.035,0.666,1.389,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.3965
PLTR,2024-11-01,0.753,-0.7,-0.113,0,0.041981,0.00862,-2.165,42.23,13.091,0.89,0.813,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,NEUTRAL,0.3846
CLF,2023-09-13,0.968,-0.089,-0.015,0,-0.082769,-0.00987,-4.81,35.36,11.262,0.07,1.055,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.3987
SNAP,2025-01-15,1.289,0.672,-3.12,1,0.012476,0.04315,2.569,55.89,19.478,2.998,1.142,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.3879
LLY,2024-11-01,1.598,0.526,0.295,2,0.29618,-0.01311,-8.836,13.25,13.792,-0.21,0.786,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.4426
AAL,2024-05-14,0.868,-0.393,-0.873,0,0.062267,0.01726,7.043,67.21,12.032,1.072,0.663,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.397
XOM,2024-04-04,1.069,0.217,0.717,0,0.01538,0.00351,5.682,89.03,13.198,-0.21,0.794,3.75,0.0,0.0,0.0,0.5,0.064,0,0,0,0,NEUTRAL,0.4032
TGT,2024-02-02,1.111,0.452,0.37,0,-0.043314,0.00738,3.009,60.32,6.074,-0.644,1.243,3.75,0.0,0.033,0.033,0.467,0.081,0,0,0,0,NEUTRAL,0.3539
DHR,2024-04-04,1.034,0.091,0.036,0,0.016773,-0.01004,-3.402,31.79,5.829,0.876,1.337,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.3859
CCL,2024-07-16,0.869,-0.225,-3.825,0,0.022532,0.04587,9.394,64.47,23.026,0.437,1.455,3.75,0.033,0.067,0.0,0.533,0.068,0,0,0,0,NEUTRAL,0.4299
TSLA,2024-09-13,0.777,-1.075,0.568,0,-0.029825,0.00209,5.533,55.86,14.837,-0.788,0.578,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.4211
PFE,2024-08-23,0.646,-0.749,0.229,0,-0.02969,0.00416,-1.458,37.65,12.366,0.139,0.614,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.3728
ETSY,2024-05-14,1.001,0.001,-0.695,2,0.052658,0.01682,-2.473,42.35,19.335,1.824,0.604,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.4308
SLB,2024-04-24,1.002,0.006,0.114,0,-0.021539,-0.00892,-6.903,14.85,16.591,-0.626,0.824,3.75,0.033,0.067,0.033,0.533,0.086,1,0,0,0,ORGANIC,0.2486
DE,2024-01-24,1.23,1.517,0.984,0,0.031906,0.00245,-0.813,43.27,7.108,0.64,1.139,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.4167
RIOT,2024-12-12,2.983,3.289,-1.774,2,0.367726,0.04648,1.899,53.2,16.981,9.898,1.317,3.75,0.033,0.033,0.0,0.567,0.069,0,0,1,0,HYPE,0.8214
PLTR,2024-06-04,0.932,-0.102,-2.727,0,0.046497,0.03593,3.576,58.64,7.313,-1.266,1.754,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,HYPE,0.795
META,2024-02-23,0.76,-0.376,0.328,0,-0.026017,-0.00433,7.104,54.48,30.381,0.395,1.086,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.3866
AAPL,2025-01-27,1.778,2.182,-1.4,1,-0.029696,0.03129,-3.375,35.61,18.877,0.557,1.521,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4474
AI,2023-11-21,1.994,1.634,0.318,3,0.283088,0.01662,5.651,64.74,28.442,3.031,1.108,3.75,0.0,0.033,0.067,0.333,0.099,0,0,1,0,HYPE,0.8366
META,2023-07-14,0.836,-0.407,-0.613,1,-0.091797,-0.01459,6.348,64.31,13.85,-0.517,0.935,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.4121
CCL,2023-09-22,1.036,0.189,-1.732,0,0.015531,-0.02807,-8.329,25.86,13.308,1.453,1.409,3.75,0.033,0.067,0.0,0.533,0.068,0,0,0,0,NEUTRAL,0.4101
SPCE,2025-02-05,0.545,-0.96,-3.455,0,-0.093378,-0.04082,-11.867,34.35,37.814,0.842,0.818,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,NEUTRAL,0.3944
NCLH,2024-11-01,0.994,-0.011,-0.822,1,0.151479,-0.01832,5.902,62.32,20.629,-0.355,0.694,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3972
CRM,2023-09-22,0.673,-0.507,-0.372,0,0.001637,-0.01051,-4.799,25.26,10.149,0.336,1.083,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1812
CVX,2024-09-24,0.75,-0.517,0.689,1,-0.007715,-0.00061,2.9,65.44,9.592,0.908,0.93,3.75,0.0,0.1,0.033,0.467,0.101,0,0,0,0,NEUTRAL,0.36
AAPL,2024-11-12,0.951,-0.205,0.951,0,-0.066997,0.0,-2.014,37.37,8.233,0.143,0.617,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3988
BB,2024-11-12,1.118,0.228,0.706,1,0.084807,-0.00412,0.373,45.1,19.937,-1.235,1.259,3.75,0.0,0.0,0.067,0.4,0.088,0,0,0,0,NEUTRAL,0.4114
ROKU,2024-07-05,0.863,-0.386,0.526,0,-0.219362,-0.00338,8.48,77.21,22.2,-0.466,0.862,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.4146
AA,2024-10-23,0.812,-0.459,0.479,1,-0.308747,-0.00334,4.526,65.09,14.507,-1.166,0.744,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4067
BABA,2024-06-13,0.744,-0.46,-0.173,0,0.033235,-0.00921,-4.488,35.29,17.72,0.157,1.139,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.3432
RIVN,2024-09-24,1.206,0.422,0.618,1,0.03132,-0.00589,-10.709,35.48,22.602,1.175,0.594,3.75,0.033,0.0,0.033,0.3,0.06,0,0,0,0,HYPE,0.7705
SCHW,2023-07-05,0.64,-1.097,-1.145,0,-0.101018,-0.01801,3.057,59.26,9.483,-0.589,0.834,3.75,0.0,0.0,0.033,0.5,0.102,0,0,0,0,NEUTRAL,0.4056
COP,2024-10-23,0.777,-0.838,0.31,0,-0.012318,-0.00468,-3.41,26.22,13.663,-0.39,0.934,3.75,0.033,0.1,0.0,0.333,0.068,0,0,0,0,NEUTRAL,0.3841
PENN,2024-03-25,2.157,3.23,0.711,1,0.232404,-0.01457,-5.394,44.7,12.701,-0.347,0.917,3.75,0.0,0.0,0.067,0.467,0.072,0,0,1,0,NEUTRAL,0.4152
AFRM,2023-08-03,0.618,-1.182,-1.182,0,-0.081574,-0.01817,2.283,55.7,30.791,-2.026,0.607,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.3901
LCID,2024-04-15,0.727,-0.368,-1.683,0,-0.00532,-0.02439,-10.678,27.93,20.943,0.803,0.984,3.75,0.0,0.0,0.033,0.433,0.068,0,0,0,0,NEUTRAL,0.3535
ETSY,2024-07-16,1.263,0.618,-5.071,0,0.047959,0.06142,11.072,66.91,14.082,0.227,1.897,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.4083
U,2023-11-10,4.221,3.871,-2.792,2,0.746753,0.06778,1.811,52.47,17.06,-11.252,2.589,3.75,0.0,0.1,0.0,0.367,0.088,0,0,1,0,ORGANIC,0.1887
NOW,2023-09-01,0.792,-1.012,0.444,0,0.08982,0.00348,5.103,61.11,10.441,0.795,0.634,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.4314
SPCE,2023-07-25,0.477,-0.681,-1.645,0,-0.055842,-0.02145,-5.783,41.67,26.258,0.265,0.62,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,NEUTRAL,0.418
AAL,2024-09-13,1.281,1.071,-0.465,0,-0.03132,-0.01762,1.568,57.14,12.277,0.919,1.34,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4221
SPCE,2023-11-10,1.095,0.155,-2.668,1,0.291343,-0.03836,9.715,58.28,37.859,1.613,0.872,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,HYPE,0.8971
BMY,2023-07-25,0.879,-0.714,-0.604,0,-0.073563,-0.01494,0.96,47.12,5.912,-0.355,0.97,3.75,0.0,0.0,0.033,0.433,0.155,1,0,0,0,ORGANIC,0.12
DHR,2024-05-14,1.165,0.336,-1.875,0,0.11107,0.02995,4.96,68.38,9.946,1.069,1.844,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.3721
V,2024-11-21,1.005,0.015,0.188,0,0.053504,0.00813,3.171,76.92,15.078,-0.029,1.081,3.75,0.033,0.0,0.0,0.4,0.096,0,0,0,0,NEUTRAL,0.4115
RBLX,2024-03-25,1.163,0.54,-0.447,1,-0.005073,-0.01623,-6.705,41.28,17.419,-0.376,0.935,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.3505
CMCSA,2023-11-10,0.943,-0.145,-1.576,0,0.042333,0.02488,-0.752,45.78,13.592,0.489,1.181,3.75,0.0,0.0,0.033,0.433,0.139,0,0,0,0,NEUTRAL,0.3996
CLF,2023-08-03,0.758,-0.469,0.459,1,0.001314,-0.003,-1.368,48.93,10.627,-0.658,0.8,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.4099
HON,2024-12-23,0.847,-0.382,0.33,1,-0.08364,-0.00518,-0.808,50.27,4.712,-0.241,0.428,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.4717
PINS,2024-08-05,1.382,0.55,-0.13,5,-0.092517,-0.01524,-25.157,4.37,47.189,-7.216,1.422,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.4121
SBUX,2023-08-14,0.493,-0.836,0.473,1,-0.04492,0.0002,-0.019,44.2,3.193,-0.505,0.528,3.75,0.0,0.0,0.0,0.7,0.087,0,0,0,0,NEUTRAL,0.409
MRK,2024-03-25,0.712,-0.354,-0.467,1,-0.102569,0.01172,1.47,67.55,6.941,0.186,0.908,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,ORGANIC,0.155
EOG,2023-07-14,0.763,-0.585,-1.549,0,-0.023301,-0.02339,5.225,74.48,15.548,-0.481,1.143,3.75,0.033,0.067,0.0,0.433,0.104,0,0,0,0,NEUTRAL,0.3943
COIN,2024-10-03,0.551,-1.143,-0.282,1,-0.209716,-0.00836,-1.74,50.04,22.987,-0.997,0.57,3.75,0.0,0.067,0.067,0.367,0.044,0,0,0,0,NEUTRAL,0.3791
MU,2023-08-14,1.623,1.762,-4.451,0,0.119417,0.05897,0.985,56.46,14.337,-0.0,2.095,3.75,0.033,0.033,0.033,0.467,0.094,0,0,0,0,NEUTRAL,0.3928
C,2024-11-01,0.879,-0.261,0.162,0,-0.070341,-0.00719,0.064,42.25,6.991,0.249,0.801,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.3167
BAC,2025-02-05,0.732,-1.051,-0.125,0,-0.011894,0.00853,1.574,50.11,5.058,0.578,0.61,3.75,0.0,0.0,0.033,0.433,0.142,0,0,0,0,NEUTRAL,0.4673
COIN,2025-02-14,2.108,2.42,-5.875,2,0.432002,-0.0832,-3.788,48.61,15.045,-3.385,1.24,3.75,0.0,0.067,0.067,0.367,0.044,0,0,1,0,HYPE,0.7982
AAPL,2023-07-05,0.836,-0.621,0.249,0,-0.041823,-0.00589,3.056,69.06,9.267,-0.462,0.915,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3693
AXP,2024-06-13,1.132,0.472,0.306,1,0.065974,-0.00829,-5.686,25.93,10.322,-0.281,0.684,3.75,0.0,0.0,0.0,0.4,0.116,1,0,0,0,ORGANIC,0.2336
ADBE,2024-11-01,1.051,0.183,0.063,0,0.073238,0.00982,-1.92,25.54,7.468,-0.558,1.178,3.75,0.0,0.0,0.0,0.567,0.083,0,0,0,0,NEUTRAL,0.3912
HOOD,2024-11-12,1.301,0.47,0.691,4,-0.13983,0.00608,19.596,68.46,37.307,-3.232,1.091,3.75,0.0,0.033,0.0,0.667,0.108,0,0,0,0,HYPE,0.8627
UAL,2025-02-05,0.417,-1.084,-0.365,0,-0.037107,-0.00785,1.37,54.84,8.526,-0.258,0.58,3.75,0.0,0.067,0.1,0.467,0.067,0,0,0,0,NEUTRAL,0.401
DE,2023-09-01,0.755,-0.563,-1.182,0,-0.021437,0.01918,1.355,41.17,18.278,0.908,0.544,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.442
C,2023-09-13,1.9,3.162,0.245,1,0.287633,0.01642,2.119,65.47,5.844,0.624,1.575,3.75,0.033,0.0,0.0,0.533,0.074,0,0,1,0,ORGANIC,0.1999
SNDL,2024-02-13,1.271,0.646,-2.352,0,0.12844,-0.0369,-4.11,41.3,11.876,-0.725,1.424,3.75,0.0,0.0,0.067,0.4,0.093,0,0,0,0,NEUTRAL,0.4181
JPM,2024-02-23,0.873,-0.711,0.37,0,-0.030274,0.00501,4.196,79.45,7.569,0.404,0.799,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.2284
NFLX,2024-09-24,1.298,1.16,-1.097,0,0.005765,0.02366,4.531,67.39,8.06,0.179,1.091,3.75,0.0,0.033,0.067,0.533,0.101,0,0,0,0,NEUTRAL,0.3991
MSFT,2024-04-15,1.135,1.052,-0.823,0,0.104076,-0.01977,-2.169,39.74,3.712,1.114,1.998,3.75,0.0,0.033,0.0,0.6,0.068,0,0,0,0,NEUTRAL,0.357
COP,2023-11-10,0.851,-0.612,-0.428,0,-0.022224,0.01271,-3.615,37.14,13.197,0.955,0.632,3.75,0.033,0.1,0.0,0.333,0.068,0,0,0,0,NEUTRAL,0.384
