ticker,snapshot_date,rvol,volume_zscore,vol_price_divergence,vol_spike_days,vol_trend_slope_norm,log_return_1d,price_vs_sma20,rsi_14,bb_width,gap_open,range_expansion,buzz_density,extreme_language_ratio,moderate_hype_ratio,bearish_ratio,source_diversity,headline_similarity,catalyst_flag,hype_without_catalyst,news_volume_sync,silent_spike,pseudo_label,hype_score_raw
FCX,2024-07-05,0.771,-0.821,-0.947,0,-0.059406,0.01703,4.612,68.14,9.332,0.908,0.632,3.75,0.0,0.067,0.0,0.6,0.087,0,0,0,0,NEUTRAL,0.337
CHWY,2025-01-15,1.045,0.114,-2.701,0,-0.011918,0.03677,7.527,63.25,17.389,2.081,1.058,3.75,0.0,0.067,0.067,0.433,0.088,0,0,0,0,NEUTRAL,0.3669
MMM,2024-12-12,1.031,0.101,1.016,0,0.093853,-0.00015,-0.74,57.28,5.894,-0.092,0.802,3.75,0.0,0.0,0.033,0.433,0.063,0,0,0,0,NEUTRAL,0.4126
WFC,2023-09-13,1.107,0.499,0.426,0,0.053789,-0.00684,1.329,55.48,5.621,0.4,0.936,3.75,0.0,0.0,0.033,0.4,0.088,0,0,0,0,NEUTRAL,0.3699
SNOW,2024-12-03,0.54,-0.389,-1.501,3,-0.059967,0.02021,22.078,83.6,66.289,-0.824,0.714,3.75,0.0,0.0,0.033,0.5,0.095,0,0,0,0,NEUTRAL,0.4456
NOW,2023-10-23,0.891,-0.427,0.683,0,-0.03425,-0.00209,-2.122,50.06,5.744,-1.016,0.924,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.3642
LOW,2023-07-25,0.635,-1.135,0.188,0,-0.005916,0.00446,3.1,68.39,7.454,-0.223,0.957,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.4292
AFRM,2024-01-24,0.739,-0.909,-2.58,0,-0.015459,-0.03375,-8.601,41.26,32.084,2.507,1.283,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.4235
NEM,2024-10-23,1.438,1.583,-0.164,0,0.147394,-0.01615,5.117,79.33,13.756,-1.84,0.986,3.75,0.0,0.1,0.067,0.467,0.127,0,0,0,0,ORGANIC,0.1709
UNH,2023-09-22,1.547,1.391,0.558,1,0.223867,0.00985,4.356,77.0,6.877,-0.427,1.254,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,ORGANIC,0.2314
RBLX,2023-07-25,0.483,-1.642,0.205,0,-0.120709,0.00278,-5.294,43.7,18.916,0.051,0.392,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.3487
WMT,2024-06-25,1.354,1.095,-0.794,0,0.10488,-0.02171,1.07,55.24,6.465,-2.511,1.209,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.3801
ROKU,2023-09-22,0.814,-0.221,-2.481,0,0.05661,-0.0335,-11.955,23.2,24.361,1.913,1.361,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.411
WFC,2024-08-05,1.577,1.018,-0.563,0,0.277391,-0.02164,-11.148,19.38,15.848,-3.68,1.636,3.75,0.0,0.0,0.033,0.4,0.088,0,0,0,0,NEUTRAL,0.4216
GME,2023-07-05,0.374,-0.67,-3.68,0,-0.062102,-0.04139,-2.017,31.69,19.684,-1.084,1.176,3.75,0.033,0.033,0.033,0.433,0.079,0,0,0,0,NEUTRAL,0.4257
ABBV,2024-09-13,0.645,-1.663,0.547,0,-0.093662,0.00098,-0.842,42.31,3.373,-0.082,0.767,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.3675
RCL,2024-03-05,0.715,-0.808,0.077,1,-0.025957,0.00636,5.062,70.15,11.657,-0.654,0.892,3.75,0.0,0.1,0.067,0.5,0.069,1,0,0,0,ORGANIC,0.1711
SBUX,2024-09-04,0.352,-0.398,-0.561,0,-0.063,-0.00916,2.128,47.16,34.844,0.204,1.024,3.75,0.0,0.0,0.0,0.7,0.087,0,0,0,0,NEUTRAL,0.3804
BBBY,2024-10-14,0.663,-1.052,-1.076,0,-0.069875,-0.01754,0.167,46.37,20.468,-0.773,0.751,3.75,0.0,0.0,0.0,0.5,0.165,0,0,0,0,NEUTRAL,0.3678
C,2024-04-24,0.628,-1.332,0.309,0,-0.001746,-0.0032,2.599,56.27,12.334,-0.862,0.47,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.4247
PG,2024-05-03,0.801,-0.807,0.423,0,-0.007719,0.00378,3.371,89.63,9.304,-0.183,1.059,3.75,0.0,0.0,0.033,0.5,0.089,0,0,0,0,ORGANIC,0.186
MCD,2025-02-26,1.239,0.644,-0.837,0,0.092666,-0.02098,1.281,65.49,11.284,0.315,2.111,3.75,0.0,0.0,0.033,0.5,0.097,0,0,0,0,NEUTRAL,0.4001
ROKU,2025-02-14,4.565,3.664,-9.571,3,0.752649,0.13222,19.472,75.58,22.162,16.118,1.755,3.75,0.033,0.067,0.0,0.467,0.124,0,0,1,0,ORGANIC,0.1668
U,2024-06-13,1.099,0.433,-5.211,0,0.020875,-0.06517,-11.334,25.69,32.549,0.0,1.869,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.4139
DAL,2024-09-13,1.179,0.404,-0.876,1,0.011311,0.02035,7.769,76.39,15.045,1.468,0.557,3.75,0.0,0.033,0.0,0.5,0.116,0,0,0,0,NEUTRAL,0.4048
FCX,2024-10-03,0.748,-0.58,-1.318,2,-0.111026,-0.02088,9.085,73.34,36.016,-2.322,0.722,3.75,0.0,0.067,0.0,0.6,0.087,0,0,0,0,NEUTRAL,0.3718
C,2024-07-05,0.585,-1.312,-0.082,0,-0.278762,-0.00669,4.022,70.65,10.844,0.062,0.672,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.3527
PFE,2024-07-05,0.573,-1.656,-0.69,0,-0.142268,0.01256,0.621,54.29,6.015,0.217,0.725,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.4261
MCD,2023-09-01,0.941,-0.28,0.867,0,0.011849,-0.00075,-0.848,31.0,4.754,0.494,1.346,3.75,0.0,0.0,0.033,0.5,0.097,0,0,0,0,NEUTRAL,0.3506
ETSY,2023-11-21,0.625,-0.796,-1.429,0,-0.155888,-0.02075,8.202,68.37,24.717,-1.221,0.643,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.4333
AFRM,2025-02-26,0.496,-0.747,-0.411,0,-0.06754,0.00903,-7.018,52.04,46.487,1.391,0.779,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.3956
LLY,2025-01-15,1.521,0.797,1.275,1,0.289439,0.00245,-3.879,32.65,8.255,0.549,0.938,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.4183
TXN,2024-02-13,0.812,-0.393,-1.814,0,0.027659,-0.02661,-3.935,25.04,12.441,-1.751,1.559,3.75,0.0,0.067,0.0,0.367,0.063,0,0,0,0,NEUTRAL,0.3956
CVNA,2024-01-24,0.772,-0.833,-6.935,0,-0.01157,-0.08021,-10.958,38.59,34.475,3.338,1.708,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3618
NKE,2024-05-14,1.029,0.115,0.954,0,0.095382,0.00075,-0.643,43.05,5.635,0.291,1.185,3.75,0.067,0.033,0.0,0.5,0.118,0,0,0,0,NEUTRAL,0.4211
PATH,2024-06-04,1.232,0.169,-0.194,5,-0.489195,-0.01436,-35.215,9.18,70.697,-1.426,0.601,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.355
ADBE,2024-10-14,1.039,0.117,-1.833,0,-0.004789,0.02832,-0.032,42.6,8.958,1.288,1.135,3.75,0.0,0.0,0.0,0.567,0.083,0,0,0,0,NEUTRAL,0.4079
META,2023-08-03,0.512,-1.24,0.155,1,-0.180011,-0.00357,2.005,52.51,13.915,-1.394,0.601,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.4094
AMZN,2023-09-22,1.163,0.523,1.001,1,0.08356,-0.00163,-5.987,35.81,12.727,1.376,1.098,3.75,0.0,0.067,0.033,0.533,0.053,0,0,0,0,NEUTRAL,0.3494
HON,2024-08-14,1.014,0.035,0.572,0,0.113097,0.00441,-3.33,36.28,14.402,-0.371,0.581,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.3973
PINS,2024-06-13,0.607,-1.029,-0.919,0,-0.268836,-0.01538,2.295,63.77,10.431,0.0,0.774,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.3516
U,2024-04-04,0.779,-0.62,-0.929,0,0.002837,-0.01723,-4.644,43.2,9.261,0.893,1.135,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.4213
DKNG,2024-08-14,2.098,2.11,0.126,4,0.311657,0.01953,-5.813,35.69,33.593,5.948,1.282,3.75,0.0,0.033,0.033,0.467,0.087,0,0,1,0,NEUTRAL,0.4126
AFRM,2025-01-27,1.01,0.034,0.005,0,0.053701,-0.0101,-7.238,20.2,27.028,-4.235,1.243,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,HYPE,0.827
UNH,2024-09-24,1.106,0.366,0.795,1,-0.005521,0.0031,-2.009,27.68,5.581,-0.452,1.123,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.4007
WMT,2024-02-02,1.184,0.883,0.435,0,0.067632,0.00746,4.252,74.6,7.649,-0.095,1.173,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.405
DHR,2024-12-23,0.781,-0.603,0.514,1,0.028661,0.00267,-2.154,34.04,7.71,-0.267,0.71,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.4533
LLY,2023-09-22,0.819,-0.471,0.745,1,0.039159,0.00074,-3.212,46.69,12.311,-0.24,0.644,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.4563
RCL,2023-08-23,1.019,0.025,-2.051,0,0.002323,0.03023,-1.558,44.13,12.908,0.07,1.883,3.75,0.0,0.1,0.067,0.5,0.069,1,0,0,0,ORGANIC,0.2212
CMCSA,2024-03-05,1.189,0.585,0.687,0,0.081922,0.00501,-0.286,52.61,6.599,0.143,1.223,3.75,0.0,0.0,0.033,0.433,0.139,0,0,0,0,NEUTRAL,0.3964
GOOGL,2023-08-14,0.749,-0.565,-0.618,0,-0.009097,0.01357,2.908,70.28,13.835,-0.131,0.976,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.3837
PG,2023-07-14,0.894,-0.303,0.156,0,0.023497,0.00736,0.232,56.72,3.696,0.215,1.021,3.75,0.0,0.0,0.033,0.5,0.089,0,0,0,0,NEUTRAL,0.3966
DIS,2023-10-12,0.723,-1.053,0.134,0,-0.119373,-0.00591,2.591,63.16,10.076,-0.024,0.917,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.4146
HOOD,2024-09-13,1.09,0.536,-0.897,0,0.057873,0.01968,8.985,56.57,16.389,0.254,0.797,3.75,0.0,0.033,0.0,0.667,0.108,0,0,0,0,HYPE,0.8052
PATH,2023-08-14,0.837,-0.627,-0.875,0,-0.081233,0.01697,-7.833,36.19,24.093,-0.592,1.062,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.379
MU,2023-12-01,1.155,0.429,0.905,0,0.073815,-0.0025,0.271,52.52,10.083,-0.145,0.858,3.75,0.033,0.033,0.033,0.467,0.094,0,0,0,0,NEUTRAL,0.4089
HD,2023-09-22,0.829,-0.438,0.494,1,-0.033058,-0.00336,-5.4,16.04,9.988,-0.196,0.531,3.75,0.0,0.0,0.0,0.5,0.079,0,0,0,0,NEUTRAL,0.3881
NOW,2023-08-14,0.564,-1.064,-1.009,0,-0.056053,0.01561,-0.784,43.0,11.137,-0.988,1.221,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.372
KO,2024-10-23,1.957,2.856,-0.117,1,0.18633,-0.02095,-3.088,32.93,5.87,-3.542,2.054,3.75,0.0,0.033,0.0,0.467,0.109,0,0,1,0,NEUTRAL,0.4053
PEP,2023-11-01,0.963,-0.111,-0.011,0,0.056798,0.00969,2.183,69.15,4.154,0.239,1.086,3.75,0.0,0.0,0.033,0.433,0.102,0,0,0,0,NEUTRAL,0.3731
SNDL,2024-07-25,0.722,-0.567,-3.547,2,0.015632,-0.04363,2.675,61.45,25.814,-0.674,0.78,3.75,0.0,0.0,0.067,0.4,0.093,0,0,0,0,NEUTRAL,0.3826
JPM,2024-05-14,1.022,0.101,-0.377,0,-0.026048,0.01389,4.855,77.71,11.062,0.136,1.107,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.1702
UNH,2024-10-03,0.858,-0.651,0.784,1,-0.000762,0.00074,1.461,50.54,5.257,-0.287,0.902,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.3911
AFRM,2023-11-01,0.788,-0.705,0.788,1,-0.119992,0.0,-3.831,45.27,22.007,0.511,0.82,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.4523
RIOT,2024-08-14,0.641,-1.238,-1.783,0,-0.023683,-0.02453,-20.705,24.25,67.54,1.403,0.627,3.75,0.033,0.033,0.0,0.567,0.069,0,0,0,0,NEUTRAL,0.3945
RBLX,2025-01-03,0.708,-0.45,-2.062,0,0.057251,0.02733,2.066,53.58,8.45,0.493,1.049,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.4304
SCHW,2023-11-21,0.476,-1.792,-0.532,0,-0.122859,-0.01013,3.802,67.87,16.976,-0.301,0.505,3.75,0.0,0.0,0.033,0.5,0.102,0,0,0,0,NEUTRAL,0.3999
AI,2024-11-12,1.029,0.079,-0.39,2,-0.130667,-0.01429,6.53,70.18,17.661,-1.632,0.76,3.75,0.0,0.033,0.067,0.333,0.099,0,0,0,0,HYPE,0.7811
MS,2023-07-14,1.006,0.024,0.508,0,-0.023994,-0.005,0.558,60.89,7.472,1.392,1.249,3.75,0.033,0.0,0.0,0.433,0.073,0,0,0,0,NEUTRAL,0.3974
CVX,2023-12-12,0.891,-0.344,-0.39,0,-0.19308,-0.0129,-0.956,43.56,2.748,-0.817,0.69,3.75,0.0,0.1,0.033,0.467,0.101,0,0,0,0,NEUTRAL,0.4091
NCLH,2023-08-23,0.712,-0.369,-1.084,0,0.013532,0.0178,-4.391,40.97,33.949,0.232,1.753,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3711
PENN,2023-07-25,0.828,-0.508,0.088,1,-0.007767,-0.00742,0.132,56.68,20.252,0.117,0.94,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.4096
AAPL,2023-08-23,0.931,-0.2,-1.264,0,-0.080914,0.02171,-0.833,33.34,17.183,0.728,1.198,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4107
DIS,2024-08-14,0.654,-0.846,-0.163,2,-0.181115,0.00814,-4.245,42.07,15.8,0.479,0.451,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.3287
CLF,2024-08-05,1.158,0.524,-3.358,0,0.132115,-0.04621,-12.73,28.14,18.283,-5.95,0.948,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.4455
RIOT,2023-08-23,1.078,0.603,-4.325,0,-0.080888,0.05262,-26.417,16.01,75.521,-0.19,1.058,3.75,0.033,0.033,0.0,0.567,0.069,0,0,0,0,NEUTRAL,0.3755
TLRY,2024-08-05,1.051,0.087,-5.938,2,-0.461852,-0.07246,-7.338,39.58,17.586,-8.602,1.122,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,HYPE,0.8595
NKE,2023-11-21,0.74,-1.172,0.523,0,-0.125735,0.00216,1.358,64.34,11.775,-0.141,0.708,3.75,0.067,0.033,0.0,0.5,0.118,0,0,0,0,NEUTRAL,0.3964
WMT,2024-01-12,0.594,-0.782,0.464,0,-0.100572,0.0013,2.607,74.77,6.819,0.161,0.664,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.4426
SNAP,2024-02-02,1.59,1.772,-5.846,0,0.063202,0.07172,3.509,55.92,13.032,5.072,1.567,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.384
JPM,2025-02-26,0.736,-0.964,0.196,0,-0.235569,0.00539,-4.19,37.12,9.871,-0.093,0.713,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.1845
AVGO,2024-03-05,1.368,1.137,-2.876,0,0.218076,-0.04337,4.405,63.26,15.482,-0.518,1.697,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.3869
AFRM,2024-03-25,0.538,-1.427,-1.099,0,-0.097494,0.01624,-0.325,51.6,18.793,0.888,0.502,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.3528
MARA,2024-08-23,1.297,1.35,-9.557,0,0.104888,0.10304,8.941,57.63,35.914,1.779,1.45,3.75,0.0,0.0,0.0,0.667,0.059,0,0,0,0,NEUTRAL,0.4616
MU,2024-01-24,1.476,1.865,0.847,0,0.060095,0.00626,3.808,65.28,10.329,1.005,1.018,3.75,0.033,0.033,0.033,0.467,0.094,0,0,0,0,NEUTRAL,0.4098
DHR,2025-01-03,0.735,-0.581,-1.454,1,0.038712,0.02165,1.534,51.45,5.067,0.117,1.664,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.374
JNJ,2023-11-01,0.815,-0.653,0.579,0,-0.107596,0.00236,-2.993,29.08,10.67,0.573,0.6,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.4026
CVNA,2023-09-13,0.831,-0.684,-2.26,0,0.099003,-0.03139,9.167,67.03,47.168,-1.398,0.863,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3695
F,2024-10-23,0.835,-0.819,0.385,0,0.05583,-0.00451,2.75,70.75,8.414,0.0,0.994,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.4108
JPM,2023-09-01,1.056,0.235,0.721,0,0.136431,0.00334,-2.217,25.2,9.151,-0.164,1.035,3.75,0.0,0.0,0.067,0.433,0.123,1,0,0,0,ORGANIC,0.1547
ROKU,2024-07-16,1.198,0.718,-2.47,0,0.033511,0.03602,9.456,75.57,25.858,0.48,1.014,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.3628
TSLA,2024-10-23,1.113,0.362,-0.869,0,0.07417,-0.02002,-9.262,27.59,28.281,-0.385,1.141,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.3856
INTC,2024-12-12,0.987,-0.028,-2.293,3,0.005976,0.03228,-9.64,23.4,30.836,-0.497,1.113,3.75,0.033,0.233,0.0,0.6,0.093,0,0,0,0,NEUTRAL,0.4293
NCLH,2025-02-05,0.683,-0.878,-0.177,1,-0.035255,0.00857,4.52,62.82,16.945,0.502,0.734,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3856
DHR,2024-10-03,0.512,-0.742,-0.725,1,-0.015374,-0.01245,-0.959,45.92,4.238,-0.383,0.701,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.3912
NCLH,2024-12-12,0.694,-0.924,-1.815,0,-0.004599,-0.02541,-0.462,50.34,9.414,-0.473,0.867,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3952
GM,2024-07-05,0.774,-0.396,0.367,1,-0.084585,-0.00408,-0.999,41.5,8.034,-0.193,0.978,3.75,0.0,0.067,0.033,0.533,0.089,0,0,0,0,NEUTRAL,0.447
PG,2024-10-03,0.653,-0.484,-0.394,1,0.004162,-0.01053,-2.174,39.13,4.313,-0.32,0.763,3.75,0.0,0.0,0.033,0.5,0.089,0,0,0,0,NEUTRAL,0.3533
BYND,2023-09-13,1.642,2.01,-3.348,1,0.092136,-0.0512,-11.257,34.63,19.328,-2.403,1.009,3.75,0.0,0.033,0.0,0.533,0.136,0,0,0,0,NEUTRAL,0.3736
NOW,2024-01-24,2.677,3.395,1.35,1,0.268443,0.01319,6.704,94.84,15.631,2.32,1.104,3.75,0.0,0.0,0.0,0.433,0.088,0,0,1,0,ORGANIC,0.1188
DE,2024-03-25,0.707,-0.784,0.499,1,-0.06505,-0.00208,5.283,88.74,13.286,-0.015,0.787,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,ORGANIC,0.2462
ROKU,2023-10-23,1.24,0.8,-1.067,1,-0.019555,0.02281,-9.788,34.91,22.216,-0.368,1.059,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.3524
MU,2024-05-14,0.756,-0.721,-0.716,0,0.060721,0.01461,8.324,72.8,16.909,-0.008,1.113,3.75,0.033,0.033,0.033,0.467,0.094,0,0,0,0,NEUTRAL,0.369
BA,2024-12-03,0.478,-1.135,-0.506,0,0.005287,-0.00989,4.562,63.29,14.414,-0.345,0.569,3.75,0.0,0.0,0.0,0.433,0.133,0,0,0,0,NEUTRAL,0.4468
AAPL,2024-08-23,0.743,-0.582,-0.286,0,0.018009,0.01024,3.293,84.03,11.271,0.503,1.207,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3782
COST,2023-12-01,0.912,-0.292,0.32,0,0.01015,0.0059,2.426,63.2,7.802,0.091,0.889,3.75,0.0,0.033,0.0,0.667,0.044,0,0,0,0,NEUTRAL,0.4189
JPM,2024-01-12,1.891,2.289,1.157,1,0.179081,-0.00737,0.318,60.9,6.434,2.055,2.821,3.75,0.0,0.0,0.067,0.433,0.123,1,0,1,0,NEUTRAL,0.3899
AMZN,2024-02-02,2.356,3.753,-5.51,1,0.352233,0.07573,10.345,73.71,13.658,6.222,1.44,3.75,0.0,0.067,0.033,0.533,0.053,0,0,1,0,ORGANIC,0.181
GM,2024-01-03,1.026,0.072,-1.138,0,0.132086,-0.02187,0.697,63.31,14.547,-1.498,1.342,3.75,0.0,0.067,0.033,0.533,0.089,0,0,0,0,NEUTRAL,0.3946
IBM,2023-07-05,0.645,-0.793,0.219,1,-0.038413,0.00426,-0.02,40.3,7.191,-0.262,0.906,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4354
KO,2023-10-23,1.27,0.807,0.372,0,0.074145,-0.00902,-0.411,45.29,8.902,-0.348,0.953,3.75,0.0,0.033,0.0,0.467,0.109,0,0,0,0,NEUTRAL,0.4194
SBUX,2025-02-26,0.638,-0.559,-0.75,0,0.030606,-0.01397,1.552,55.51,7.547,0.017,1.231,3.75,0.0,0.0,0.0,0.7,0.087,0,0,0,0,NEUTRAL,0.4339
GE,2024-03-25,0.686,-0.822,-0.262,0,-0.071259,-0.00952,4.5,74.77,16.967,-0.28,0.686,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.3702
SNAP,2023-10-03,0.935,-0.182,-1.354,0,0.02723,-0.02315,-5.0,33.62,18.581,-1.831,1.064,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.4277
FCX,2024-02-13,1.006,0.019,-1.727,0,0.057905,-0.02771,-5.718,33.48,11.255,-2.149,0.9,3.75,0.0,0.067,0.0,0.6,0.087,0,0,0,0,NEUTRAL,0.3904
LOW,2024-02-02,1.261,1.26,0.925,0,0.104685,-0.00337,1.651,52.94,5.941,-1.221,1.692,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.4397
XOM,2024-09-13,0.726,-1.024,0.654,0,-0.204157,-0.00072,-3.286,37.77,9.863,0.216,0.61,3.75,0.0,0.0,0.0,0.5,0.064,0,0,0,0,NEUTRAL,0.4183
META,2024-08-05,1.215,0.472,-1.327,1,0.112274,-0.02575,-1.898,45.64,18.39,-7.537,1.796,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.3632
DE,2024-03-05,0.885,-0.28,0.251,0,-0.056295,0.00632,-1.012,39.25,12.474,-0.132,1.052,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.3992
PFE,2024-10-03,0.874,-0.474,-0.07,1,-0.004001,-0.00948,-3.093,35.6,6.519,-0.384,0.595,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.4339
SPCE,2024-07-16,0.999,-0.001,-5.491,0,-0.010393,0.06288,-4.965,43.31,50.887,1.457,0.751,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,HYPE,0.8398
GOOGL,2023-11-21,0.706,-0.624,0.178,0,-0.008269,0.00527,5.227,79.29,14.77,0.029,0.542,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.3872
IBM,2024-05-03,0.703,-0.437,0.084,4,-0.121264,0.00617,-6.831,23.17,20.254,0.188,0.591,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4371
BABA,2024-04-24,1.138,0.716,-1.786,0,0.110831,0.02882,3.905,58.75,10.222,1.696,0.858,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.3986
COIN,2024-10-23,1.006,0.015,-4.589,2,-0.031107,-0.05758,7.298,67.18,41.97,-2.098,1.216,3.75,0.0,0.067,0.067,0.367,0.044,0,0,0,0,NEUTRAL,0.4001
META,2024-10-14,0.687,-1.005,0.607,0,-0.001277,0.0008,3.051,67.65,11.697,0.724,0.873,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.3946
TLRY,2025-02-26,0.358,-1.467,-0.877,0,-0.147971,-0.01242,-16.274,20.0,37.823,0.0,0.823,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,NEUTRAL,0.4347
CVNA,2024-06-13,1.215,0.571,-2.683,1,0.038352,-0.03976,-1.124,45.62,22.528,-0.054,0.954,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.4065
LCID,2024-07-16,1.595,0.627,-8.377,4,0.171551,0.09506,34.462,74.1,68.936,3.047,1.092,3.75,0.0,0.0,0.033,0.433,0.068,0,0,0,0,HYPE,0.8122
GS,2024-10-14,1.248,0.538,-0.001,0,0.141736,0.01242,5.055,67.43,7.647,0.261,0.87,3.75,0.0,0.067,0.0,0.367,0.099,0,0,0,0,NEUTRAL,0.4153
XOM,2023-07-14,1.65,1.399,-1.793,0,0.239273,-0.03504,-3.618,46.1,6.88,-0.469,1.706,3.75,0.0,0.0,0.0,0.5,0.064,0,0,0,0,NEUTRAL,0.3801
TLRY,2023-10-12,0.536,-0.983,-3.366,0,-0.090552,-0.03981,-15.086,29.52,39.653,0.0,0.744,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,NEUTRAL,0.3667
INTC,2024-05-14,0.885,-0.337,-0.885,0,-0.047217,0.01754,-2.988,30.64,25.327,0.361,0.764,3.75,0.033,0.233,0.0,0.6,0.093,0,0,0,0,NEUTRAL,0.3727
PFE,2023-10-03,1.058,0.179,0.94,0,0.087506,-0.00118,1.094,48.3,9.014,-0.295,0.578,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.3822
